course_code,title,credits,attrs,multi_category
ASIA 472,"Tradition, Modernity, and Cultural Change in South Asian Societies",3.0,GH;IL,True
ASIA 475Y,The Making and Emergence of Modern India,3.0,IL,False
ASIA 478,China and the World,3.0,IL,False
ASIA 480,Japan in the Age of Warriors,3.0,IL,False
ASIA 481,Modern Japan Since 1800,3.0,IL,False
ASIA 483,Middle China,3.0,IL,False
ASIA 484Y,History of Chinese Thought,3.0,IL,False
ASIA 485Y,"China's Last Empire: The Qing Dynasty, 1644-1911",3.0,IL,False
ASIA 486,China in Revolution,3.0,IL,False
ASIA 487,Zen Buddhism,3.0,IL,False
ASIA 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ASIA 7,Seven Things That Changed the World,3.0,GH;GS;IL,True
ASIA 83S,Asian Studies First Year Seminar,3.0,GH;IL,True
ASTRO 1,Astronomical Universe,3.0,GN,False
ASTRO 10,Elementary Astronomy,2.0,GN,False
ASTRO 11,Elementary Astronomy Laboratory,1.0,GN,False
ASTRO 120,The Big Bang Universe,3.0,GN,False
ASTRO 130,Black Holes in the Universe,3.0,GN,False
ASTRO 140,Life in the Universe,3.0,GN,False
ASTRO 141,Film and Extraterrestrial Life: Science Fact or Fiction?,3.0,GA;GN,True
ASTRO 150,Sustainability in astronomy: Preserving dark and quiet skies,3.0,GN,False
ASTRO 19,Being in the Universe,3.0,GH;GN,True
ASTRO 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ASTRO 291,Astronomical Methods and the Solar System,4.0,GN,False
ASTRO 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ASTRO 5,The Sky and Planets,3.0,GN,False
ASTRO 6,"Stars, Galaxies, and the Universe",3.0,GN,False
ASTRO 7,The Artistic Universe,3.0,GA;GN,True
AYFCE 211,Foundations: Civic and Community Engagement,3.0,GH;GS;IL;US,True
AYFCE 270,Consumer and Financial Skills,3.0,GS,False
AYFCE 438,Living in an Increasingly Diverse Society 1-/Maximum of 3,3.0,US,False
AYFCE 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BA 100,Introduction to Business,3.0,GS,False
BA 100S,Introduction to Business,3.0,GS,False
BA 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BA 243,"Social, Legal, and Ethical Environment of Business",4.0,US,False
BA 299,Foreign Studies 1,12.0,IL,False
BA 364Y,International Business and Society,3.0,IL;US,True
BA 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BA 499,Foreign Study--Business Administration 1-/Maximum of 18,18.0,IL,False
BBH 101,Introduction to Biobehavioral Health,3.0,GHW,False
BBH 102S,"Values, Health, & Academic Success",3.0,GHW,False
BBH 119,"Behavior, Health, and Disease",3.0,GHW,False
BBH 130,Strategies for Addressing the Obesity and Diabetes Epidemics,3.0,GHW,False
BBH 143,"Drugs, Behavior, and Health",3.0,GHW,False
BBH 146,Introduction to Health and Human Sexuality,3.0,GHW,False
BBH 150,Safe and Sound: The Intersection of Criminal Justice and Public Health,3.0,GHW;GS,True
BBH 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BBH 201,Health and the Media,3.0,GA;GS,True
BBH 251,Straight Talks I: Advanced Sexual Orientation/Gender Identity Peer Education,3.0,US,False
BBH 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BBH 302,Diversity and Health,3.0,US,False
BBH 305,Introduction to Global Health Issues,3.0,IL,False
BBH 315,Gender and Biobehavioral Health,3.0,US,False
BBH 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BBH 402,African Health & Development,3.0,IL,False
BBH 407,Global Health Equity,3.0,IL,False
BBH 440,Principles of Epidemiology,3.0,IL;US,True
BBH 452,Women's Health Issues,3.0,GHW;US,True
BBH 458,Critical Feminist Issues in Reproduction,3.0,GHW,False
BBH 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BE 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BE 391,Communication Skills for BE and ABSM Students,2.0,GWS,False
BE 392,Leadership and Ethics for BE and ABSM Students,2.0,GWS,False
BE 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BE 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BESC 464,Feminine/Masculine,3.0,US,False
BIOET 100,Bioethics,3.0,GH,False
BIOET 110,"Health, Illness, and the Human Condition",3.0,GH;GS,True
BIOET 220,"Ethics, Society, and Science Fiction",3.0,GH;GS,True
BIOET 322,"Media Arts Pedagogies, Transcultural Dialogues, & Bioethics",3.0,IL,False
BIOET 401Q,"Science, Ethics, Policy, and Law",3.0,GH;GS,True
BIOL 11,Introductory Biology I,3.0,GN,False
BIOL 110,Biology: Basic Concepts and Biodiversity,4.0,GN,False
BIOL 114,Biology: Basic Concepts and Biodiversity - Lecture,3.0,GN,False
BIOL 115,Biology: Basic Concepts and Biodiversity - Lab,1.0,GN,False
BIOL 116,Biology: Basic Concepts and Biodiversity - FRI Lab,2.0,GN,False
BIOL 12,Introductory Biology II,1.0,GN,False
BIOL 127,Introduction to Plant Biology,3.0,GN,False
BIOL 133,Genetics and Evolution of the Human Species,3.0,GN,False
BIOL 141,Introduction to Human Physiology,3.0,GN,False
BIOL 144,Climate Change: Biological Impacts,3.0,GN,False
BIOL 155,Introduction to the Biology of Aging,3.0,GN,False
BIOL 160,Fitness with Exercise Physiology,3.0,GHW;GN,True
BIOL 161,Human Anatomy and Physiology I - Lecture,3.0,GN,False
BIOL 162,Human Anatomy and Physiology I - Laboratory,1.0,GN,False
BIOL 163,Human Anatomy and Physiology II - Lecture,3.0,GN,False
BIOL 164,Human Anatomy and Physiology II - Laboratory,1.0,GN,False
BIOL 169,What it means to be human,3.0,GN;GS,True
BIOL 177,Biology of Sex,3.0,GN,False
BIOL 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BIOL 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BIOL 483,Coastal Biology Travel Experience,2.0,IL,False
BIOL 489,Biology of Ecohealth in Tanzania,3.0,IL,False
BIOL 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BIOL 499A,Tropical Field Ecology /Maximum of 999,3.0,IL,False
BISC 1,Structure and Function of Organisms,3.0,GN,False
BISC 2,"Genetics, Ecology, and Evolution",3.0,GN,False
BISC 3,Environmental Science,3.0,GN,False
BISC 4,Human Body: Form and Function,3.0,GN,False
BLAW 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BLAW 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BLAW 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BLAW 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BMB 1,The Science of Sickness,3.0,GN,False
BMB 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BMB 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BMB 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
BME 444,Surfaces and the Biological Response to Materials,3.0,IL,False
BRASS 10,Brass: Non-Major /Maximum of 8,1.0,GA,False
BRASS 100,Trumpet: Secondary /Maximum of 8,1.0,GA,False
BRASS 101,French Horn: Secondary /Maximum of 8,1.0,GA,False
BRASS 102,Trombone: Secondary /Maximum of 8,1.0,GA,False
BRASS 103,Euphonium: Secondary /Maximum of 8,1.0,GA,False
BRASS 104,Tuba: Secondary /Maximum of 8,1.0,GA,False
BRASS 11,Brass: Non-Major /Maximum of 8,2.0,GA,False
BRASS 110,Trumpet: Secondary /Maximum of 16,2.0,GA,False
BRASS 111,French Horn: Secondary /Maximum of 16,2.0,GA,False
BRASS 112,Trombone: Secondary /Maximum of 16,2.0,GA,False
BRASS 113,Euphonium: Secondary /Maximum of 16,2.0,GA,False
BRASS 114,Tuba: Secondary /Maximum of 16,2.0,GA,False
BRS 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAMS 1,Greek and Roman Literature,3.0,GH,False
CAMS 10,Mesopotamian Civilization,3.0,GH;IL,True
CAMS 100,Ancient Greece,3.0,GH;IL,True
CAMS 101,The Roman Republic and Empire,3.0,GH;IL,True
CAMS 102,Ancient Israel,3.0,GH;IL,True
CAMS 104,Ancient Egypt,3.0,GH;IL,True
CAMS 105,History of the Ancient Near East,3.0,GH;IL,True
CAMS 109Y,Writing Systems of the World,3.0,GH;IL,True
CAMS 10U,MESOPOTAMIAN CIVILIZATION /Maximum of 3,3.0,GH;IL,True
CAMS 110,Hebrew Bible: Old Testament,3.0,GH;IL,True
CAMS 111,Early Judaism,3.0,GH;IL,True
CAMS 112,Ancient to Medieval Art,3.0,GA;IL,True
CAMS 113,Jewish Myths and Legends,3.0,GH;IL,True
CAMS 115,Literature of the Ancient Near East /Maximum of 3,3.0,GH;IL,True
CAMS 12,Lands of the Bible,3.0,GH;GS;IL,True
CAMS 120,New Testament,3.0,GH,False
CAMS 121,Jesus the Jew,3.0,GH;IL,True
CAMS 122,Apocalypse and Beyond,3.0,GH;IL,True
CAMS 123,History of God: Origins of Monotheism,3.0,GH;IL,True
CAMS 124,Early and Medieval Christianity,3.0,GH;IL,True
CAMS 130,The Ancient World in Film,3.0,GH,False
CAMS 138,Diplomacy and Interstate Relations in the Ancient Mediterranean,3.0,GH;GS;IL,True
CAMS 140,Classical Archaeology--Ancient Greece,3.0,GH;IL,True
CAMS 142,Sport and Spectacle in the Ancient Mediterranean World,3.0,GH;IL,True
CAMS 15,Wonders of the Ancient World,3.0,GH,False
CAMS 150,Classical Archaeology--Ancient Rome,3.0,GH;IL,True
CAMS 153,Dead Sea Scrolls,3.0,GH;IL,True
CAMS 16,How to Live,3.0,GH;IL,True
CAMS 160,Sacrifice in the Ancient World,3.0,GH;IL,True
CAMS 180,Ancient Warfare,3.0,GH;IL,True
CAMS 194,Jerusalem: Sacred and Profane,3.0,GH;IL,True
CAMS 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAMS 20,Egyptian Civilization,3.0,GH;IL,True
CAMS 200,Ancient Philosophy,3.0,GH,False
CAMS 25,Greek Civilization,3.0,GH;IL,True
CAMS 250,Honors Classics in Literature and Film,3.0,IL,False
CAMS 25U,Greek Civilization - Honors,3.0,GH;IL,True
CAMS 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAMS 33,Roman Civilization,3.0,GH;IL,True
CAMS 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAMS 4,Jewish and Christian Foundations,3.0,GH;IL;US,True
CAMS 405,Law & Economy in the Ancient Near East,3.0,IL,False
CAMS 44,Myth in Egypt and the Near East,3.0,GA;GH;IL,True
CAMS 45,Classical Mythology,3.0,GH;IL,True
CAMS 450Y,Gender and Sexuality in Ancient Greece and Rome /Maximum of 3,3.0,IL,False
CAMS 453,Seminar in Ancient Philosophy /Maximum of 6,3.0,IL,False
CAMS 470,Languages and Cultures of the Ancient Near East,3.0,IL,False
CAMS 481,Introduction to Middle Egyptian & Hieroglyphics,3.0,IL,False
CAMS 485,"Greece, Rome, and Africa",3.0,IL,False
CAMS 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAMS 5,Ancient Mediterranean Civilizations,3.0,GH;IL,True
CAMS 50,Words: Classical Sources of English Vocabulary,3.0,GH,False
CAMS 70,Prophecy in the Bible and the Ancient Near East,3.0,GH;IL,True
CAMS 83Y,First-Year Seminar in Classics and Ancient Mediterranean Studies,3.0,GH;IL,True
CAMS 90,"Jerusalem: Past, Present, and Future",3.0,GH;IL,True
CAMS 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAS 100A,Effective Speech,3.0,GWS,False
CAS 100B,Effective Speech,3.0,GWS,False
CAS 100C,Effective Speech,3.0,GWS,False
CAS 100S,Effective Speech,3.0,GWS,False
CAS 101,Introduction to Human Communication,3.0,GH;GS,True
CAS 137,Rhetoric and Civic Life I,3.0,GWS,False
CAS 138T,Rhetoric and Civic Life II,3.0,GWS,False
CAS 162,Communicating Care,3.0,GH;GS,True
CAS 170,What is Information?,3.0,GH;GS,True
CAS 175,Persuasion and Propaganda,3.0,GH;GS,True
CAS 182,Communication and Sport,3.0,GH;GS,True
CAS 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAS 200,"Language, Culture, and Communication",3.0,IL;US,True
CAS 203,Interpersonal Communication,3.0,GS,False
CAS 208,Introduction to Managing Conflict and Bargaining,3.0,GH;GS,True
CAS 210,Landmark Speeches on Democracy and Dissent,3.0,GH,False
CAS 214,Speech Writing,3.0,GH,False
CAS 215,Argumentation,3.0,GH,False
CAS 220,Persuasion,3.0,GS,False
CAS 222,Foundations: Civic and Community Engagement,3.0,GH;GS;IL;US,True
CAS 232,"Identity, Citizenship, and the Rhetoric of American Horror Film",3.0,GH;GS;US,True
CAS 240,Communication and Civility,3.0,GH;GS,True
CAS 250,Small Group Communication,3.0,GS,False
CAS 252,Business and Professional Communication,3.0,GS,False
CAS 253,Health Communication,3.0,GS,False
CAS 255,Communicating Gender,3.0,GH,False
CAS 271,Intercultural Communication,3.0,GH;GS;IL;US,True
CAS 272,Political Communication and Technology,3.0,GH;GS,True
CAS 283,Communication and Information Technology I,3.0,GS,False
CAS 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAS 301,Rhetorical Theory,3.0,GH,False
CAS 303,Communication Theory,3.0,GS,False
CAS 304,Quantitative Methods for Communication Research,3.0,GS,False
CAS 311,Methods of Rhetorical Criticism,3.0,GH,False
CAS 315,Debate and Civic Life,3.0,GH,False
CAS 321,Rhetoric and Law,3.0,GH,False
CAS 352,Organizational Communication,3.0,GH,False
CAS 373,The Rhetorics of War and Peace,3.0,GH,False
CAS 375,Rhetoric and Public Controversy,3.0,GH,False
CAS 383,Culture and Technology,3.0,GH;GS,True
CAS 390,Qualitative Research Methods,3.0,GS,False
CAS 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CAS 403,Interpersonal Communication Theory and Research,3.0,GS,False
CAS 404,Conflict Resolution and Negotiation,3.0,GS,False
CAS 422,Contemporary African American Communication,3.0,US,False
CAS 452,Organizational Communication Theory and Research,3.0,GS,False
CAS 455,Topics in Gender and Communication,3.0,US,False
CAS 471,Intercultural Communication Theory and Research,3.0,IL;US,True
CAS 478,Contemporary U.S. Political Rhetoric,3.0,GH;US,True
CAS 499,Foreign Studies 1-/Maximum of 9,9.0,IL,False
CAS 83,First-Year Seminar in Communication Arts and Sciences,3.0,GS,False
CAS 84,First-Year Seminar in Communication Arts and Sciences,3.0,GH,False
CC 200,Introduction to Corporate Communication,3.0,GS,False
CE 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CE 254,Personal & Occupational Safety,3.0,US,False
CE 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CE 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CE 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CED 102,"Wicked Problems Like Inequality, Sustainability & Climate Change: What's the Right Thing to Do?",3.0,GH;GS,True
CED 102Q,"Wicked Problems Like Inequality, Sustainability & Climate Change: What's the Right Thing to Do?",3.0,GH;GS,True
CED 109,Gentrification in Everyday Life,3.0,GH;GS,True
CED 152,Community Development Concepts and Practice,3.0,GS,False
CED 155,"Science, Technology and Public Policy",3.0,GS,False
CED 160,Introduction into Ethics and Issues in Agriculture,3.0,GH,False
CED 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CED 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CED 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CED 400,Exploring Indigenous Ways of Knowing in Great Lakes Region: Lecture,3.0,GH;GS;US,True
CED 401,Exploring Indigenous Ways of Knowing Among the Ojibwe,0.5,US,False
CED 420,Gender and International Development,3.0,IL,False
CED 450,"International Development, Renewable Resources, and the Environment",3.0,IL,False
CED 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHE 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHE 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHE 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHE 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHEM 1,Molecular Science,3.0,GN,False
CHEM 101,Introductory Chemistry 2,3.0,GN,False
CHEM 106,Introductory and General Chemistry,5.0,GN,False
CHEM 110,Chemical Principles I,3.0,GN,False
CHEM 111,Experimental Chemistry I,1.0,GN,False
CHEM 112,Chemical Principles II,3.0,GN,False
CHEM 113,Experimental Chemistry II,1.0,GN,False
CHEM 113B,Experimental Chemistry II--Bioscience,1.0,GN,False
CHEM 130,"Introduction to General, Organic, and Biochemistry",3.0,GN,False
CHEM 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHEM 233,Chemistry and Literature,3.0,GH;GN,True
CHEM 3,Molecular Science With Laboratory,3.0,GN,False
CHEM 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHEM 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHEM 5,Kitchen Chemistry,3.0,GN,False
CHNS 110,Level Two Chinese B,4.0,IL,False
CHNS 120,Introduction to Chinese Literature and Culture,3.0,GH;IL,True
CHNS 121,Chinese Film and New Media,3.0,GA;GH;IL,True
CHNS 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHNS 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHNS 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHNS 401,Level Three Chinese A,4.0,IL,False
CHNS 402,Level Three Chinese B,4.0,IL,False
CHNS 410,Chinese Through Film,3.0,IL,False
CHNS 414,"Chinese Language, Culture and Society /Maximum of 3",3.0,IL,False
CHNS 415,China Beyond China,3.0,IL,False
CHNS 416,Gender and Sexuality in China,3.0,IL,False
CHNS 417,"The Warrior, the Courtesan and the Ghost in Classical Chinese Novels",3.0,IL,False
CHNS 418,Confucius and the Great Books of China,3.0,IL,False
CHNS 419,The Chinese Rhetorical Tradition /Maximum of 6,3.0,IL,False
CHNS 452,Contemporary China: Culture and Trends /Maximum of 6,3.0,IL,False
CHNS 453,Chinese Film /Maximum of 6,3.0,IL,False
CHNS 454,Introduction to Classical Chinese /Maximum of 6,3.0,IL,False
CHNS 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CHNS 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CI 105,"Improv Theater, Curriculum & Instruction",3.0,GA;GHW,True
CI 185,Principles of Social Justice in Education,3.0,GS,False
CI 280,Introduction to Teaching English Language Learners,3.0,GH,False
CI 304,"Food, Farms & Justice: What's Education Got To Do With Them?",3.0,GH;GS,True
CI 340,Languages & Cultures in Mexico: Community-based Learning,3.0,GH;GS,True
CIED 401,Introduction to Comparative Education,3.0,IL,False
CIED 410,The Global Impact of Education,3.0,GS,False
CIVCM 211,Foundations: Civic and Community Engagement,3.0,GH;GS;IL;US,True
CMAS 258,Introduction to Child Maltreatment and Advocacy Studies,3.0,GHW;GS,True
CMLIT 1,Introduction to Western Literatures Through the Renaissance,3.0,GH;IL,True
CMLIT 10,World Literatures,3.0,GH;IL,True
CMLIT 100,Reading Across Cultures,3.0,GH;IL,True
CMLIT 101,"Race, Gender, and Identity in World Literature",3.0,GH;IL;US,True
CMLIT 105,The Development of Literary Humor,3.0,GH;IL,True
CMLIT 106,The Arthurian Legend,3.0,GH;IL,True
CMLIT 107,"Exploration, Travel, Migration, and Exile",3.0,GH;IL,True
CMLIT 108,Myths and Mythologies,3.0,GH;IL,True
CMLIT 109,"Native American Myths, Legends, and Literatures",3.0,GH;IL;US,True
CMLIT 10U,The Forms of World Literature: A Global Perspective,3.0,GH;IL,True
CMLIT 11,The Hero in World Literature,3.0,GH;IL,True
CMLIT 111,Introduction to Literatures of India,3.0,GH;IL,True
CMLIT 112,"Introduction to Global Drama, Theatre, and Performance",3.0,GA;GH;IL;US,True
CMLIT 113,Jewish Myths and Legends,3.0,GH;IL,True
CMLIT 12,Introduction to World Drama and Performance,3.0,GH;IL,True
CMLIT 120,The Literature of the Occult,3.0,GH;IL,True
CMLIT 122,Global Science Fictions,3.0,GH;IL;US,True
CMLIT 128,The Holocaust in Film and Literature,3.0,GA;GH;IL;US,True
CMLIT 13,Virtual Worlds: Antiquity to the Present,3.0,GH;IL,True
CMLIT 130,Banned Books: International and Comparative Perspectives,3.0,GH;IL,True
CMLIT 131,Crime and Detection in World Literature,3.0,GH;IL,True
CMLIT 132,Nobel Prize Literature,3.0,GH;IL,True
CMLIT 133,Global Satire and Modern Politics,3.0,GH;GS;IL,True
CMLIT 140,Literature and the Other Arts: International and Comparative Perspectives,3.0,GH;IL,True
CMLIT 141,Religion and Literature,3.0,GH;IL;US,True
CMLIT 142,The Psychology of World Literature,3.0,GH;IL,True
CMLIT 143,Human Rights and World Literature,3.0,GH;IL;US,True
CMLIT 147,Displacement and Migration,3.0,GH;GS;IL,True
CMLIT 153,International Cultures: Film and Literature,3.0,GH;IL,True
CMLIT 183Q,From Beast Books to Resurrecting Dinosaurs,3.0,GH;GN,True
CMLIT 184,The Short Story,3.0,GH;IL,True
CMLIT 185,World Novel,3.0,GH;IL,True
CMLIT 19,Being in the Universe,3.0,GH;GN,True
CMLIT 191,Introduction to Video Game Culture,3.0,GA;GH;US,True
CMLIT 199,Foreign Study--Comparative Literature 3-/Maximum of 6,6.0,IL,False
CMLIT 240Q,Artistic Patronage in Europe,3.0,GA;GH;IL,True
CMLIT 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMLIT 3,Introduction to African Literatures,3.0,GH;IL,True
CMLIT 399,Foreign Study--Comparative Literature 3-/Maximum of 6,6.0,IL,False
CMLIT 4,Introduction to Asian Literatures,3.0,GH;IL,True
CMLIT 400Y,Senior Seminar in Literary Criticism and Theory,3.0,IL;US,True
CMLIT 403,Latina/o Literature and Culture,3.0,US,False
CMLIT 404Y,Topics in Asian Literature,3.0,IL,False
CMLIT 405,Inter-American Literature,3.0,IL;US,True
CMLIT 406,Women and World Literature,3.0,IL,False
CMLIT 408,Heroic Literature,3.0,IL,False
CMLIT 410,Literary Translation: Theory and Practice,3.0,IL,False
CMLIT 415,World Graphic Novels,3.0,GH;IL;US,True
CMLIT 422,African Drama,3.0,IL,False
CMLIT 423,African Novel,3.0,IL,False
CMLIT 424,Transnational Korean Literature,3.0,IL,False
CMLIT 425,Global Korean Cinema,3.0,IL,False
CMLIT 435,Cultures of Globalization /Maximum of 3,3.0,IL,False
CMLIT 438,Fantastic Worlds: International and Comparative Perspectives,3.0,IL,False
CMLIT 440,War Stories: The Literature of War,3.0,IL;US,True
CMLIT 446,Postcolonial Literature and Culture /Maximum of 3,3.0,IL,False
CMLIT 448,Literary Cultures of Buddhism,3.0,IL,False
CMLIT 449,Literary Cultures of Islam /Maximum of 3,3.0,IL,False
CMLIT 453,Narrative Theory: Film and Literature,3.0,IL,False
CMLIT 455,"Ethics, Justice, and Rights in World Literature",3.0,IL,False
CMLIT 470,The Modern Novel,3.0,IL,False
CMLIT 471,Poetry and Poetics,3.0,IL,False
CMLIT 486,Tragedy,3.0,IL,False
CMLIT 489,Contemporary World Fiction,3.0,IL,False
CMLIT 491,Literary Adaptation: International and Comparative Perspectives /Maximum of 3,3.0,IL,False
CMLIT 499,Foreign Study--Comparative Literature 3-/Maximum of 6,6.0,IL,False
CMLIT 5,Introduction to Literatures of the Americas,3.0,GH;IL;US,True
CMLIT 6,Literature and Philosophy,3.0,GH;IL,True
CMLIT 7,Introduction to Middle Eastern Literatures,3.0,GH;IL,True
CMLIT 83S,First-Year Seminar in Comparative Literature,3.0,GH;IL,True
CMLIT 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMPEN 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMPEN 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMPEN 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMPSC 101,Introduction to Programming,3.0,GQ,False
CMPSC 150,Computing and Society,3.0,GH;GS,True
CMPSC 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMPSC 200,Programming for Engineers with MATLAB,3.0,GQ,False
CMPSC 201,Programming for Engineers with C++,3.0,GQ,False
CMPSC 203,Introduction to Spreadsheets and Databases,4.0,GQ,False
CMPSC 208,Technical Game Development,3.0,GQ,False
CMPSC 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMPSC 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CMPSC 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
COMM 100,The Mass Media and Society,3.0,GH;GS;US,True
COMM 101,Understanding and Enhancing Creativity,3.0,GA;GS,True
COMM 110,Media and Democracy,3.0,GH,False
COMM 118,Introduction to Media Effects,3.0,GS,False
COMM 150,The Art of the Cinema,3.0,GA;GH,True
COMM 150Q,The Art of the Cinema,3.0,GA;GH,True
COMM 151,Film and Extraterrestrial Life: Science Fact or Fiction?,3.0,GA;GN,True
COMM 168,"American Journalism: Values, Traditions, and Practices",3.0,GH,False
COMM 175,Mental Illness and the Movies,3.0,GA;GS,True
COMM 180,Survey of Electronic Media and Telecommunications,3.0,GS,False
COMM 182,The Language of Video,3.0,GA,False
COMM 190,Gaming and Interactive Media,3.0,GS,False
COMM 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
COMM 20,Critical Media Literacy,3.0,GA;GS,True
COMM 200,Generative AI for All,3.0,GQ;GS,True
COMM 205,"Gender, Diversity and the Media",3.0,GS;US,True
COMM 208,Visual Representations of the Middle East in the and Middle East,3.0,GA;GS,True
COMM 222,Social Justice and the Image /Maximum of 3,3.0,GA;GH,True
COMM 234,Digital Cultures,3.0,GH;GS,True
COMM 250,Film History and Theory,3.0,GA,False
COMM 290,Cinema and Globalization /Maximum of 3,3.0,GA;GS;IL,True
COMM 292,Introduction to Media & Politics,3.0,GH,False
COMM 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
COMM 335,"Media, Social Justice, and the Public Humanities /Maximum of 3",3.0,GA;GH,True
COMM 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
COMM 410,"Global Media, Culture, and Society",3.0,IL,False
COMM 419,Comparative National Media in a Global Context,3.0,IL;US,True
COMM 453,Narrative Theory: Film and Literature,3.0,IL,False
COMM 499,Foreign Study--Mass Communications 1-/Maximum of 12,12.0,IL,False
CRIM 100,Introduction to Criminal Justice,3.0,GS,False
CRIM 113,Introduction to Law,3.0,US,False
CRIM 12,Criminology /Maximum of 3,3.0,GS,False
CRIM 12S,Criminology,3.0,GS,False
CRIM 201,Presumed Innocent? Social Science of Wrongful Conviction,3.0,GS,False
CRIM 204,Mental Health and the Criminal Justice System,3.0,GS,False
CRIM 225,Organized Crime in Film and Society,3.0,GH;GS,True
CRIM 423,Sexual and Domestic Violence,3.0,US,False
CRIM 441,The Juvenile Justice System,3.0,US,False
CRIM 451,"Race, Crime, and Justice",3.0,US,False
CRIM 453,Women and the Criminal Justice System,3.0,US,False
CRIM 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
CRIMJ 100,Introduction to Criminal Justice,3.0,GS,False
CRIMJ 113,Introduction to Law,3.0,US,False
CRIMJ 12,Criminology /Maximum of 3,3.0,GS,False
CRIMJ 13,Juvenile Delinquency,3.0,GS,False
CRIMJ 150,Safe and Sound: The Intersection of Criminal Justice and Public Health,3.0,GHW;GS,True
CRIMJ 159,History of the FBI,3.0,GH;US,True
CRIMJ 204,Mental Health and the Criminal Justice System,3.0,GS,False
CRIMJ 205,Critical Race Theory in the Humanities and Social Sciences,3.0,GH;GS,True
CRIMJ 260,Statistical Analysis for the Social Sciences,3.0,GQ,False
CRIMJ 407,Victimology,3.0,US,False
CRIMJ 416,The Death Penalty,3.0,IL;US,True
CRIMJ 423,Sexual and Domestic Violence,3.0,US,False
CRIMJ 441,The Juvenile Justice System,3.0,US,False
